age,job,marital,education,default,balance,housing,loan,contact,month,month_date,duration,campaign,poutcome,subscribed,subscribed_bin,balance_segment,segment,propension_score,score_decile,priorite
24,blue-collar,married,secondary,no,685,yes,no,,may,2025-05-01,896,3,,yes,1,Q3 — Solde moyen-haut,TIÈDE,0.873301941572385,D9,PRIORITÉ 1 — Contacter en urgence
26,services,single,secondary,no,901,yes,no,,may,2025-05-01,764,2,,yes,1,Q3 — Solde moyen-haut,TIÈDE,0.8135886305518323,D8,PRIORITÉ 1 — Contacter en urgence
59,retired,single,secondary,no,351,yes,no,,may,2025-05-01,1063,5,,yes,1,Q2 — Solde moyen-bas,TIÈDE,0.8558783408119516,D8,PRIORITÉ 1 — Contacter en urgence
30,entrepreneur,single,primary,no,0,yes,yes,,may,2025-05-01,1051,1,,yes,1,Q1 — Faible solde,FROID,0.8875229386943805,D9,PRIORITÉ 1 — Contacter en urgence
37,admin.,married,secondary,no,274,yes,no,,may,2025-05-01,731,3,,yes,1,Q2 — Solde moyen-bas,TIÈDE,0.7315485547824809,D7,PRIORITÉ 1 — Contacter en urgence
30,admin.,single,secondary,no,-213,yes,yes,,may,2025-05-01,751,1,,yes,1,Q1 — Faible solde,TIÈDE,0.8170791892840904,D8,PRIORITÉ 1 — Contacter en urgence
25,blue-collar,married,secondary,no,97,yes,no,,may,2025-05-01,709,1,,yes,1,Q1 — Faible solde,TIÈDE,0.7806281334143067,D7,PRIORITÉ 1 — Contacter en urgence
44,services,divorced,secondary,no,51,yes,yes,,may,2025-05-01,3094,2,,yes,1,Q1 — Faible solde,FROID,0.9206506484756336,D10,PRIORITÉ 1 — Contacter en urgence
29,management,married,tertiary,no,314,no,no,,may,2025-05-01,938,2,,yes,1,Q2 — Solde moyen-bas,CHAUD,0.8851401826763143,D9,PRIORITÉ 1 — Contacter en urgence
26,management,single,tertiary,no,6840,yes,no,,may,2025-05-01,1560,2,,yes,1,Q4 — Solde élevé,CHAUD,0.9170278770307956,D10,PRIORITÉ 1 — Contacter en urgence
26,technician,single,secondary,no,668,yes,no,,may,2025-05-01,576,3,,yes,1,Q3 — Solde moyen-haut,TIÈDE,0.5710714785016089,D6,PRIORITÉ 2 — À qualifier
27,services,single,secondary,no,54,yes,no,,may,2025-05-01,543,2,,yes,1,Q1 — Faible solde,TIÈDE,0.5463265718805386,D6,PRIORITÉ 2 — À qualifier
25,self-employed,single,secondary,no,1242,yes,no,,may,2025-05-01,615,2,,yes,1,Q3 — Solde moyen-haut,TIÈDE,0.6433505217804174,D6,PRIORITÉ 1 — Contacter en urgence
28,management,married,secondary,no,292,yes,no,,may,2025-05-01,507,1,,yes,1,Q2 — Solde moyen-bas,TIÈDE,0.4220754143014242,D5,PRIORITÉ 2 — À qualifier
23,services,single,secondary,no,665,yes,no,,may,2025-05-01,1183,1,,yes,1,Q3 — Solde moyen-haut,TIÈDE,0.8951810412712699,D9,PRIORITÉ 1 — Contacter en urgence
34,management,single,tertiary,no,1058,yes,no,,may,2025-05-01,864,2,,yes,1,Q3 — Solde moyen-haut,CHAUD,0.8148629839158744,D8,PRIORITÉ 1 — Contacter en urgence
28,student,single,secondary,no,949,yes,no,,may,2025-05-01,1730,1,,yes,1,Q3 — Solde moyen-haut,CHAUD,0.9116632437287152,D9,PRIORITÉ 1 — Contacter en urgence
51,entrepreneur,married,,no,606,yes,no,,may,2025-05-01,560,9,,yes,1,Q3 — Solde moyen-haut,TIÈDE,0.4147677867585129,D5,PRIORITÉ 2 — À qualifier
35,blue-collar,married,secondary,no,0,yes,yes,,may,2025-05-01,543,1,,yes,1,Q1 — Faible solde,FROID,0.3992382397581139,D5,PRIORITÉ 2 — À qualifier
35,admin.,married,secondary,no,404,yes,no,,may,2025-05-01,539,1,,yes,1,Q2 — Solde moyen-bas,TIÈDE,0.4952146353501099,D5,PRIORITÉ 2 — À qualifier
56,blue-collar,married,secondary,no,249,yes,no,,may,2025-05-01,791,2,,yes,1,Q2 — Solde moyen-bas,TIÈDE,0.7191666028385277,D7,PRIORITÉ 1 — Contacter en urgence
45,unemployed,divorced,secondary,no,3354,yes,no,,may,2025-05-01,746,1,,yes,1,Q4 — Solde élevé,TIÈDE,0.7775734284529103,D7,PRIORITÉ 1 — Contacter en urgence
60,blue-collar,divorced,secondary,no,0,yes,no,,may,2025-05-01,1207,1,,yes,1,Q1 — Faible solde,TIÈDE,0.8848277402766564,D9,PRIORITÉ 1 — Contacter en urgence
56,technician,married,secondary,no,589,yes,no,,may,2025-05-01,535,2,,yes,1,Q3 — Solde moyen-haut,TIÈDE,0.4219093853467875,D5,PRIORITÉ 2 — À qualifier
27,management,single,tertiary,no,12956,yes,no,,may,2025-05-01,789,3,,yes,1,Q4 — Solde élevé,CHAUD,0.8366270569975949,D8,PRIORITÉ 1 — Contacter en urgence
30,admin.,married,secondary,no,873,yes,no,,may,2025-05-01,792,3,,yes,1,Q3 — Solde moyen-haut,CHAUD,0.7417824045293921,D7,PRIORITÉ 1 — Contacter en urgence
45,blue-collar,divorced,primary,no,594,yes,no,,may,2025-05-01,833,2,,yes,1,Q3 — Solde moyen-haut,TIÈDE,0.8311269577475314,D8,PRIORITÉ 1 — Contacter en urgence
29,blue-collar,single,secondary,no,-20,yes,no,,may,2025-05-01,814,2,,yes,1,Q1 — Faible solde,TIÈDE,0.8685038720374184,D9,PRIORITÉ 1 — Contacter en urgence
38,management,divorced,tertiary,no,4692,yes,no,,may,2025-05-01,1363,2,,yes,1,Q4 — Solde élevé,CHAUD,0.8658759934895761,D9,PRIORITÉ 1 — Contacter en urgence
30,blue-collar,married,secondary,no,486,yes,no,,may,2025-05-01,1109,3,,yes,1,Q2 — Solde moyen-bas,TIÈDE,0.8386358615815833,D8,PRIORITÉ 1 — Contacter en urgence
44,blue-collar,single,primary,no,1593,yes,no,,may,2025-05-01,828,3,,yes,1,Q3 — Solde moyen-haut,TIÈDE,0.8209519987440149,D8,PRIORITÉ 1 — Contacter en urgence
36,management,single,tertiary,no,7606,yes,no,,may,2025-05-01,917,1,,yes,1,Q4 — Solde élevé,CHAUD,0.8283932758753118,D8,PRIORITÉ 1 — Contacter en urgence
38,technician,married,secondary,no,226,yes,no,,may,2025-05-01,762,3,,yes,1,Q2 — Solde moyen-bas,TIÈDE,0.7337388287740056,D7,PRIORITÉ 1 — Contacter en urgence
36,blue-collar,single,secondary,no,366,yes,yes,,may,2025-05-01,1133,2,,yes,1,Q2 — Solde moyen-bas,FROID,0.8745938434049575,D9,PRIORITÉ 1 — Contacter en urgence
37,management,divorced,secondary,no,16,yes,no,,may,2025-05-01,638,1,,yes,1,Q1 — Faible solde,TIÈDE,0.5966503500082513,D6,PRIORITÉ 2 — À qualifier
35,management,single,tertiary,no,565,yes,no,,may,2025-05-01,763,1,,yes,1,Q3 — Solde moyen-haut,CHAUD,0.7172807077116489,D7,PRIORITÉ 1 — Contacter en urgence
38,admin.,divorced,secondary,no,19,yes,no,,may,2025-05-01,604,2,,yes,1,Q1 — Faible solde,TIÈDE,0.4970150867199286,D5,PRIORITÉ 2 — À qualifier
40,services,married,primary,no,1082,yes,no,,may,2025-05-01,854,2,,yes,1,Q3 — Solde moyen-haut,TIÈDE,0.7922419156491061,D7,PRIORITÉ 1 — Contacter en urgence
42,unemployed,divorced,secondary,no,1713,yes,no,,may,2025-05-01,855,2,,yes,1,Q4 — Solde élevé,TIÈDE,0.8417806956625177,D8,PRIORITÉ 1 — Contacter en urgence
46,management,divorced,tertiary,no,14481,yes,no,,may,2025-05-01,1269,1,,yes,1,Q4 — Solde élevé,CHAUD,0.8511395950288195,D8,PRIORITÉ 1 — Contacter en urgence
35,technician,divorced,secondary,no,5724,yes,no,,may,2025-05-01,691,10,,yes,1,Q4 — Solde élevé,TIÈDE,0.7831218931421444,D7,PRIORITÉ 1 — Contacter en urgence
34,technician,divorced,secondary,no,1451,yes,no,,may,2025-05-01,1097,15,,yes,1,Q3 — Solde moyen-haut,TIÈDE,0.9003129696801395,D9,PRIORITÉ 1 — Contacter en urgence
32,services,married,secondary,no,-34,yes,no,,may,2025-05-01,1236,2,,yes,1,Q1 — Faible solde,TIÈDE,0.8700293441685008,D9,PRIORITÉ 1 — Contacter en urgence
50,unemployed,married,secondary,no,3674,yes,no,,may,2025-05-01,886,3,,yes,1,Q4 — Solde élevé,TIÈDE,0.8081714891488966,D8,PRIORITÉ 1 — Contacter en urgence
35,blue-collar,married,secondary,no,698,yes,yes,,may,2025-05-01,1343,3,,yes,1,Q3 — Solde moyen-haut,TIÈDE,0.8719347548737304,D9,PRIORITÉ 1 — Contacter en urgence
36,technician,single,secondary,no,4136,yes,no,,may,2025-05-01,812,3,,yes,1,Q4 — Solde élevé,TIÈDE,0.8343645520009361,D8,PRIORITÉ 1 — Contacter en urgence
53,blue-collar,divorced,primary,no,2656,yes,no,,may,2025-05-01,1980,2,,yes,1,Q4 — Solde élevé,TIÈDE,0.9077933323244888,D9,PRIORITÉ 1 — Contacter en urgence
46,management,single,tertiary,no,2904,yes,no,,may,2025-05-01,984,2,,yes,1,Q4 — Solde élevé,CHAUD,0.843177516839726,D8,PRIORITÉ 1 — Contacter en urgence
26,management,single,tertiary,no,1004,yes,no,,may,2025-05-01,228,2,,yes,1,Q3 — Solde moyen-haut,CHAUD,0.0475768246224303,D3,PRIORITÉ 4 — Ne pas contacter
45,technician,single,secondary,no,410,yes,no,,may,2025-05-01,891,4,,yes,1,Q2 — Solde moyen-bas,FROID,0.8437439622346367,D8,PRIORITÉ 1 — Contacter en urgence
31,unemployed,divorced,primary,no,0,yes,no,,may,2025-05-01,745,12,,yes,1,Q1 — Faible solde,FROID,0.7837728338641722,D7,PRIORITÉ 1 — Contacter en urgence
29,management,single,tertiary,no,0,yes,no,,may,2025-05-01,539,12,,yes,1,Q1 — Faible solde,TIÈDE,0.5860206880304111,D6,PRIORITÉ 2 — À qualifier
53,entrepreneur,single,secondary,no,62,yes,no,,may,2025-05-01,1044,5,,yes,1,Q1 — Faible solde,FROID,0.867715963998066,D9,PRIORITÉ 1 — Contacter en urgence
27,blue-collar,married,primary,no,416,yes,no,,may,2025-05-01,1193,2,,yes,1,Q2 — Solde moyen-bas,TIÈDE,0.8694019920443772,D9,PRIORITÉ 1 — Contacter en urgence
39,management,married,tertiary,no,2763,yes,no,,jun,2025-06-01,526,2,,yes,1,Q4 — Solde élevé,CHAUD,0.5270753460107909,D6,PRIORITÉ 2 — À qualifier
36,services,married,secondary,no,2984,yes,no,,jun,2025-06-01,394,1,,yes,1,Q4 — Solde élevé,TIÈDE,0.1299910653453619,D4,PRIORITÉ 4 — Ne pas contacter
41,blue-collar,married,primary,no,143,yes,yes,,jun,2025-06-01,659,2,,yes,1,Q2 — Solde moyen-bas,FROID,0.7306525423151374,D7,PRIORITÉ 1 — Contacter en urgence
36,services,married,primary,no,0,yes,no,,jun,2025-06-01,1036,1,,yes,1,Q1 — Faible solde,TIÈDE,0.8813790855467075,D9,PRIORITÉ 1 — Contacter en urgence
32,technician,married,secondary,no,696,yes,no,,jun,2025-06-01,815,1,,yes,1,Q3 — Solde moyen-haut,TIÈDE,0.86280718652542,D8,PRIORITÉ 1 — Contacter en urgence
35,services,married,secondary,no,152,yes,no,,jun,2025-06-01,563,1,,yes,1,Q2 — Solde moyen-bas,TIÈDE,0.5597884884141195,D6,PRIORITÉ 2 — À qualifier
36,management,single,tertiary,no,-78,yes,no,,jun,2025-06-01,1068,1,,yes,1,Q1 — Faible solde,TIÈDE,0.9038376814262756,D9,PRIORITÉ 1 — Contacter en urgence
35,management,married,tertiary,no,867,yes,no,,jun,2025-06-01,230,3,,yes,1,Q3 — Solde moyen-haut,CHAUD,0.0441285749855018,D3,PRIORITÉ 4 — Ne pas contacter
30,blue-collar,single,secondary,no,953,yes,no,,jun,2025-06-01,747,2,,yes,1,Q3 — Solde moyen-haut,TIÈDE,0.8130751084891292,D8,PRIORITÉ 1 — Contacter en urgence
42,blue-collar,married,secondary,no,443,yes,no,,jun,2025-06-01,671,5,,yes,1,Q2 — Solde moyen-bas,FROID,0.7715651416250306,D7,PRIORITÉ 1 — Contacter en urgence
42,technician,single,secondary,yes,-1129,yes,no,,jun,2025-06-01,555,5,,yes,1,Q1 — Faible solde,FROID,0.587705720103138,D6,PRIORITÉ 2 — À qualifier
32,blue-collar,married,primary,no,415,yes,no,,jun,2025-06-01,777,4,,yes,1,Q2 — Solde moyen-bas,FROID,0.7928754041433062,D7,PRIORITÉ 1 — Contacter en urgence
29,blue-collar,single,secondary,no,260,yes,no,,jun,2025-06-01,707,14,,yes,1,Q2 — Solde moyen-bas,FROID,0.8566765208757663,D8,PRIORITÉ 1 — Contacter en urgence
44,management,divorced,tertiary,yes,-411,yes,no,,jun,2025-06-01,432,4,,yes,1,Q1 — Faible solde,FROID,0.2107568209152972,D4,PRIORITÉ 3 — Nurturing
32,technician,single,secondary,no,1279,yes,no,,jun,2025-06-01,1173,3,,yes,1,Q3 — Solde moyen-haut,TIÈDE,0.8881155542726425,D9,PRIORITÉ 1 — Contacter en urgence
31,unemployed,married,secondary,no,86,yes,yes,,jun,2025-06-01,963,2,,yes,1,Q1 — Faible solde,FROID,0.9058426663341986,D9,PRIORITÉ 1 — Contacter en urgence
40,self-employed,married,secondary,yes,-754,yes,yes,,jun,2025-06-01,941,3,,yes,1,Q1 — Faible solde,FROID,0.9100095866272652,D9,PRIORITÉ 1 — Contacter en urgence
43,entrepreneur,married,secondary,no,0,no,no,,jun,2025-06-01,1025,7,,yes,1,Q1 — Faible solde,TIÈDE,0.9036567058038684,D9,PRIORITÉ 1 — Contacter en urgence
27,management,single,secondary,no,178,yes,no,,jun,2025-06-01,732,2,,yes,1,Q2 — Solde moyen-bas,TIÈDE,0.86192346713856,D8,PRIORITÉ 1 — Contacter en urgence
37,services,single,secondary,no,278,yes,no,,jun,2025-06-01,1045,3,,yes,1,Q2 — Solde moyen-bas,TIÈDE,0.8892498508747924,D9,PRIORITÉ 1 — Contacter en urgence
23,services,single,secondary,no,425,yes,no,,jun,2025-06-01,768,1,,yes,1,Q2 — Solde moyen-bas,TIÈDE,0.8800684655204534,D9,PRIORITÉ 1 — Contacter en urgence
25,management,married,primary,no,168,yes,no,,jun,2025-06-01,801,1,,yes,1,Q2 — Solde moyen-bas,TIÈDE,0.8983758837548025,D9,PRIORITÉ 1 — Contacter en urgence
26,blue-collar,single,secondary,yes,-36,yes,no,,jun,2025-06-01,482,2,,yes,1,Q1 — Faible solde,FROID,0.5267607508345263,D6,PRIORITÉ 2 — À qualifier
47,blue-collar,divorced,primary,no,126,yes,no,,jun,2025-06-01,2456,2,,yes,1,Q2 — Solde moyen-bas,TIÈDE,0.93534825931761,D10,PRIORITÉ 1 — Contacter en urgence
35,admin.,married,secondary,no,-87,yes,no,,jun,2025-06-01,1363,7,,yes,1,Q1 — Faible solde,TIÈDE,0.9192652444738344,D10,PRIORITÉ 1 — Contacter en urgence
32,technician,single,tertiary,no,6281,yes,no,,jun,2025-06-01,1336,4,,yes,1,Q4 — Solde élevé,TIÈDE,0.8980241024818199,D9,PRIORITÉ 1 — Contacter en urgence
45,management,divorced,secondary,no,644,yes,no,,jun,2025-06-01,633,1,,yes,1,Q3 — Solde moyen-haut,CHAUD,0.6796182387086749,D6,PRIORITÉ 1 — Contacter en urgence
30,admin.,divorced,secondary,no,377,yes,no,,jun,2025-06-01,524,15,,yes,1,Q2 — Solde moyen-bas,TIÈDE,0.5819777092368179,D6,PRIORITÉ 2 — À qualifier
29,services,single,secondary,no,-271,yes,no,,jun,2025-06-01,578,1,,yes,1,Q1 — Faible solde,TIÈDE,0.6421120040645037,D6,PRIORITÉ 1 — Contacter en urgence
38,blue-collar,married,primary,no,5839,yes,no,,jun,2025-06-01,984,2,,yes,1,Q4 — Solde élevé,TIÈDE,0.8627018784294161,D8,PRIORITÉ 1 — Contacter en urgence
23,blue-collar,single,secondary,no,492,yes,no,,jun,2025-06-01,638,1,,yes,1,Q2 — Solde moyen-bas,TIÈDE,0.7782570318786218,D7,PRIORITÉ 1 — Contacter en urgence
27,management,single,tertiary,no,99,yes,no,,jun,2025-06-01,767,2,,yes,1,Q1 — Faible solde,TIÈDE,0.8558467086244311,D8,PRIORITÉ 1 — Contacter en urgence
27,management,single,tertiary,yes,-713,yes,no,,jun,2025-06-01,525,2,,yes,1,Q1 — Faible solde,TIÈDE,0.6188914700525909,D6,PRIORITÉ 1 — Contacter en urgence
29,services,single,secondary,no,32,yes,no,,jun,2025-06-01,563,1,,yes,1,Q1 — Faible solde,TIÈDE,0.6421120040645037,D6,PRIORITÉ 1 — Contacter en urgence
30,self-employed,married,tertiary,no,543,yes,yes,,jun,2025-06-01,1449,6,,yes,1,Q2 — Solde moyen-bas,FROID,0.9081695148348148,D9,PRIORITÉ 1 — Contacter en urgence
36,blue-collar,married,primary,no,403,yes,no,,jun,2025-06-01,920,1,,yes,1,Q2 — Solde moyen-bas,TIÈDE,0.8569047219707467,D8,PRIORITÉ 1 — Contacter en urgence
35,admin.,divorced,secondary,no,437,yes,no,,jun,2025-06-01,908,1,,yes,1,Q2 — Solde moyen-bas,TIÈDE,0.8971350512967383,D9,PRIORITÉ 1 — Contacter en urgence
36,blue-collar,married,secondary,no,1772,no,no,,jun,2025-06-01,208,1,,yes,1,Q4 — Solde élevé,TIÈDE,0.090680468983555,D3,PRIORITÉ 4 — Ne pas contacter
59,retired,divorced,primary,no,-88,yes,no,,jun,2025-06-01,910,2,,yes,1,Q1 — Faible solde,TIÈDE,0.8924552655638741,D9,PRIORITÉ 1 — Contacter en urgence
47,entrepreneur,married,secondary,no,0,no,no,,jun,2025-06-01,1446,1,,yes,1,Q1 — Faible solde,TIÈDE,0.8969674511450357,D9,PRIORITÉ 1 — Contacter en urgence
58,entrepreneur,married,tertiary,no,853,no,no,,jun,2025-06-01,1149,2,,yes,1,Q3 — Solde moyen-haut,TIÈDE,0.8473792073177521,D8,PRIORITÉ 1 — Contacter en urgence
37,management,single,tertiary,no,240,no,no,,jun,2025-06-01,1123,1,,yes,1,Q2 — Solde moyen-bas,CHAUD,0.87971632121553,D9,PRIORITÉ 1 — Contacter en urgence
46,admin.,single,secondary,no,849,yes,no,,jun,2025-06-01,508,2,,yes,1,Q3 — Solde moyen-haut,CHAUD,0.5232978973603196,D6,PRIORITÉ 2 — À qualifier
43,blue-collar,single,secondary,no,318,yes,no,,jun,2025-06-01,736,2,,yes,1,Q2 — Solde moyen-bas,TIÈDE,0.8128299115233133,D8,PRIORITÉ 1 — Contacter en urgence
27,management,single,tertiary,no,703,yes,no,,jun,2025-06-01,590,3,,yes,1,Q3 — Solde moyen-haut,CHAUD,0.6787236226983033,D6,PRIORITÉ 1 — Contacter en urgence
38,services,divorced,secondary,no,61,no,no,,jun,2025-06-01,636,1,,yes,1,Q1 — Faible solde,TIÈDE,0.7159060415878475,D7,PRIORITÉ 1 — Contacter en urgence
53,housemaid,married,primary,no,104,no,yes,,jun,2025-06-01,701,1,,yes,1,Q1 — Faible solde,TIÈDE,0.741968349220543,D7,PRIORITÉ 1 — Contacter en urgence
47,blue-collar,married,secondary,no,1996,no,no,,jun,2025-06-01,761,2,,yes,1,Q4 — Solde élevé,TIÈDE,0.7700975347271092,D7,PRIORITÉ 1 — Contacter en urgence
56,housemaid,divorced,primary,yes,1238,no,no,,jun,2025-06-01,1558,1,,yes,1,Q3 — Solde moyen-haut,TIÈDE,0.9288815671273616,D10,PRIORITÉ 1 — Contacter en urgence
41,housemaid,married,secondary,no,879,no,no,,jun,2025-06-01,1053,2,,yes,1,Q3 — Solde moyen-haut,TIÈDE,0.8611301312442277,D8,PRIORITÉ 1 — Contacter en urgence
29,self-employed,married,secondary,no,425,yes,no,,jun,2025-06-01,562,15,,yes,1,Q2 — Solde moyen-bas,FROID,0.5976789092323159,D6,PRIORITÉ 2 — À qualifier
50,technician,married,secondary,no,416,yes,no,,jun,2025-06-01,494,5,,yes,1,Q2 — Solde moyen-bas,FROID,0.4861198042577838,D5,PRIORITÉ 2 — À qualifier
45,blue-collar,divorced,primary,no,844,no,no,,jun,2025-06-01,1018,3,,yes,1,Q3 — Solde moyen-haut,TIÈDE,0.8880749074498003,D9,PRIORITÉ 1 — Contacter en urgence
35,blue-collar,married,secondary,no,860,yes,no,,jun,2025-06-01,884,4,,yes,1,Q3 — Solde moyen-haut,TIÈDE,0.8515601793390482,D8,PRIORITÉ 1 — Contacter en urgence
26,technician,single,secondary,no,639,yes,no,,jun,2025-06-01,709,5,,yes,1,Q3 — Solde moyen-haut,TIÈDE,0.872888678306086,D9,PRIORITÉ 1 — Contacter en urgence
26,admin.,married,secondary,no,710,yes,yes,,jun,2025-06-01,1276,2,,yes,1,Q3 — Solde moyen-haut,TIÈDE,0.9309373268356484,D10,PRIORITÉ 1 — Contacter en urgence
37,blue-collar,married,,no,1508,no,yes,,jun,2025-06-01,381,2,,yes,1,Q3 — Solde moyen-haut,TIÈDE,0.1245817095005094,D4,PRIORITÉ 4 — Ne pas contacter
30,admin.,single,secondary,no,223,yes,no,,jun,2025-06-01,862,11,,yes,1,Q2 — Solde moyen-bas,TIÈDE,0.8852106009383549,D9,PRIORITÉ 1 — Contacter en urgence
38,management,single,tertiary,no,619,yes,no,,jun,2025-06-01,460,4,,yes,1,Q3 — Solde moyen-haut,TIÈDE,0.3052163402823443,D5,PRIORITÉ 3 — Nurturing
37,services,divorced,secondary,no,319,yes,no,,jun,2025-06-01,467,3,,yes,1,Q2 — Solde moyen-bas,TIÈDE,0.3241272975427919,D5,PRIORITÉ 3 — Nurturing
53,technician,married,secondary,no,480,no,no,,jun,2025-06-01,648,2,,yes,1,Q2 — Solde moyen-bas,TIÈDE,0.6987673579790559,D7,PRIORITÉ 1 — Contacter en urgence
29,blue-collar,single,primary,no,213,yes,no,,jun,2025-06-01,2653,3,,yes,1,Q2 — Solde moyen-bas,TIÈDE,0.9424004309668198,D10,PRIORITÉ 1 — Contacter en urgence
35,management,single,tertiary,no,68,no,no,,jun,2025-06-01,1085,1,,yes,1,Q1 — Faible solde,CHAUD,0.8839124688908369,D9,PRIORITÉ 1 — Contacter en urgence
28,blue-collar,married,secondary,no,2788,yes,no,,jun,2025-06-01,369,2,,yes,1,Q4 — Solde élevé,TIÈDE,0.1035557323607308,D3,PRIORITÉ 4 — Ne pas contacter
55,blue-collar,married,,no,7561,no,no,,jun,2025-06-01,685,3,,yes,1,Q4 — Solde élevé,TIÈDE,0.7526990982096228,D7,PRIORITÉ 1 — Contacter en urgence
49,management,divorced,secondary,no,-46,yes,no,,jun,2025-06-01,1055,10,,yes,1,Q1 — Faible solde,TIÈDE,0.9415804427995728,D10,PRIORITÉ 1 — Contacter en urgence
50,services,married,secondary,no,1595,no,no,,jun,2025-06-01,882,1,,yes,1,Q3 — Solde moyen-haut,TIÈDE,0.8539424730272855,D8,PRIORITÉ 1 — Contacter en urgence
43,management,single,tertiary,no,1046,no,no,,jun,2025-06-01,901,1,,yes,1,Q3 — Solde moyen-haut,CHAUD,0.869904272977649,D9,PRIORITÉ 1 — Contacter en urgence
58,self-employed,divorced,tertiary,no,1382,no,no,,jun,2025-06-01,700,1,,yes,1,Q3 — Solde moyen-haut,TIÈDE,0.802262108666946,D8,PRIORITÉ 1 — Contacter en urgence
38,technician,married,primary,no,217,yes,no,,jun,2025-06-01,491,6,,yes,1,Q2 — Solde moyen-bas,FROID,0.4538661872781953,D5,PRIORITÉ 2 — À qualifier
48,blue-collar,divorced,primary,no,183,no,no,,jun,2025-06-01,940,1,,yes,1,Q2 — Solde moyen-bas,TIÈDE,0.8961454753445195,D9,PRIORITÉ 1 — Contacter en urgence
59,management,married,secondary,no,1321,no,no,,jun,2025-06-01,3881,3,,yes,1,Q3 — Solde moyen-haut,CHAUD,0.8563930035718618,D8,PRIORITÉ 1 — Contacter en urgence
58,blue-collar,married,secondary,no,25,no,no,,jun,2025-06-01,486,3,,yes,1,Q1 — Faible solde,TIÈDE,0.4702399632253009,D5,PRIORITÉ 2 — À qualifier
36,self-employed,single,tertiary,no,4844,no,no,,jun,2025-06-01,1137,3,,yes,1,Q4 — Solde élevé,TIÈDE,0.8737926016164567,D9,PRIORITÉ 1 — Contacter en urgence
42,entrepreneur,married,tertiary,no,5345,no,no,,jun,2025-06-01,878,3,,yes,1,Q4 — Solde élevé,TIÈDE,0.8457164176521186,D8,PRIORITÉ 1 — Contacter en urgence
41,admin.,single,secondary,no,812,no,yes,,jun,2025-06-01,583,4,,yes,1,Q3 — Solde moyen-haut,TIÈDE,0.5459673005452337,D6,PRIORITÉ 2 — À qualifier
42,admin.,married,secondary,no,105,no,no,,jun,2025-06-01,1159,4,,yes,1,Q1 — Faible solde,TIÈDE,0.8783641304203466,D9,PRIORITÉ 1 — Contacter en urgence
39,management,married,tertiary,no,-190,no,yes,,jun,2025-06-01,893,8,,yes,1,Q1 — Faible solde,TIÈDE,0.9012407993630224,D9,PRIORITÉ 1 — Contacter en urgence
57,housemaid,married,primary,no,625,no,yes,,jun,2025-06-01,867,1,,yes,1,Q3 — Solde moyen-haut,TIÈDE,0.8252559510312422,D8,PRIORITÉ 1 — Contacter en urgence
52,retired,married,,no,293,no,no,,jun,2025-06-01,706,1,,yes,1,Q2 — Solde moyen-bas,CHAUD,0.7549448163588002,D7,PRIORITÉ 1 — Contacter en urgence
